group,user,task_id,timestamp,kc,kcs_importance,final_kc_competency,final_global_competency,current_competency,change_competency,probability,correct,difficulty,change_difficulty
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,1. One Box,2019-09-09 13:29:30.215461-04:00,GMD.4,0.333,0.877,0.919,0,0.095,0.5,1.0,0,-0.1
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,1. One Box,2019-09-09 13:29:30.215461-04:00,CO.5,0.333,0.895,0.919,0,0.095,0.5,1.0,0,-0.1
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,1. One Box,2019-09-09 13:29:30.215461-04:00,CO.6,0.333,0.906,0.919,0,0.095,0.5,1.0,0,-0.1
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,2. Separated Boxes,2019-09-09 13:30:02.612859-04:00,GMD.4,0.333,0.877,0.919,0.095,0.087,0.524,1.0,0,-0.095
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,2. Separated Boxes,2019-09-09 13:30:02.612859-04:00,CO.5,0.333,0.895,0.919,0.095,0.087,0.524,1.0,0,-0.095
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,2. Separated Boxes,2019-09-09 13:30:02.612859-04:00,CO.6,0.333,0.906,0.919,0.095,0.087,0.524,1.0,0,-0.095
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,3. Rotate a Pyramid,2019-09-09 13:31:08.542014-04:00,GMD.4,0.333,0.877,0.919,0.182,0.079,0.545,1.0,0,-0.091
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,3. Rotate a Pyramid,2019-09-09 13:31:08.542014-04:00,CO.5,0.333,0.895,0.919,0.182,0.079,0.545,1.0,0,-0.091
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,3. Rotate a Pyramid,2019-09-09 13:31:08.542014-04:00,CO.6,0.333,0.906,0.919,0.182,0.079,0.545,1.0,0,-0.091
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,4. Match Silhouettes,2019-09-09 13:35:20.500391-04:00,GMD.4,0.333,0.877,0.919,0.261,-0.094,0.565,0.0,0,0.113
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,4. Match Silhouettes,2019-09-09 13:35:20.500391-04:00,CO.5,0.333,0.895,0.919,0.261,-0.094,0.565,0.0,0,0.113
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,4. Match Silhouettes,2019-09-09 13:35:20.500391-04:00,CO.6,0.333,0.906,0.919,0.261,-0.094,0.565,0.0,0,0.113
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Sugar Cones,2019-09-09 13:40:58.696219-04:00,GMD.4,0.333,0.877,0.919,0.167,-0.087,0.542,0.0,0,0.108
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Sugar Cones,2019-09-09 13:40:58.696219-04:00,CO.5,0.333,0.895,0.919,0.167,-0.087,0.542,0.0,0,0.108
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Sugar Cones,2019-09-09 13:40:58.696219-04:00,CO.6,0.333,0.906,0.919,0.167,-0.087,0.542,0.0,0,0.108
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,4. Match Silhouettes,2019-09-09 13:57:44.305751-04:00,GMD.4,0.333,0.877,0.919,0.08,0.078,0.492,1.0,0.113,-0.097
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,4. Match Silhouettes,2019-09-09 13:57:44.305751-04:00,CO.5,0.333,0.895,0.919,0.08,0.078,0.492,1.0,0.113,-0.097
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,4. Match Silhouettes,2019-09-09 13:57:44.305751-04:00,CO.6,0.333,0.906,0.919,0.08,0.078,0.492,1.0,0.113,-0.097
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,8. Combine 2 Ramps,2019-09-09 13:58:57.800000-04:00,GMD.4,0.333,0.877,0.919,0.158,0.068,0.539,1.0,0,-0.092
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,8. Combine 2 Ramps,2019-09-09 13:58:57.800000-04:00,CO.5,0.333,0.895,0.919,0.158,0.068,0.539,1.0,0,-0.092
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,8. Combine 2 Ramps,2019-09-09 13:58:57.800000-04:00,CO.6,0.333,0.906,0.919,0.158,0.068,0.539,1.0,0,-0.092
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,9. Scaling Round Objects,2019-09-09 14:00:21.974185-04:00,GMD.4,0.333,0.877,0.919,0.227,0.063,0.556,1.0,0,-0.089
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,9. Scaling Round Objects,2019-09-09 14:00:21.974185-04:00,CO.5,0.333,0.895,0.919,0.227,0.063,0.556,1.0,0,-0.089
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,9. Scaling Round Objects,2019-09-09 14:00:21.974185-04:00,CO.6,0.333,0.906,0.919,0.227,0.063,0.556,1.0,0,-0.089
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Square Cross-Sections,2019-09-09 14:06:21.763356-04:00,GMD.4,0.333,0.877,0.919,0.29,0.059,0.572,1.0,0,-0.086
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Square Cross-Sections,2019-09-09 14:06:21.763356-04:00,CO.5,0.333,0.895,0.919,0.29,0.059,0.572,1.0,0,-0.086
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Square Cross-Sections,2019-09-09 14:06:21.763356-04:00,CO.6,0.333,0.906,0.919,0.29,0.059,0.572,1.0,0,-0.086
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Bird Fez,2019-09-09 14:15:59.833742-04:00,MG.1,0.5,1.0,0.919,0,0.079,0.5,1.0,0,-0.118
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Bird Fez,2019-09-09 14:15:59.833742-04:00,GMD.4,0.167,0.877,0.919,0.349,0.022,0.586,1.0,0,-0.033
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Bird Fez,2019-09-09 14:15:59.833742-04:00,CO.5,0.167,0.895,0.919,0.349,0.022,0.586,1.0,0,-0.033
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Bird Fez,2019-09-09 14:15:59.833742-04:00,CO.6,0.167,0.906,0.919,0.349,0.022,0.586,1.0,0,-0.033
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Pi Henge,2019-09-09 14:16:07.639984-04:00,MG.1,0.5,1.0,0.919,0.079,0.073,0.52,1.0,0,-0.113
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Pi Henge,2019-09-09 14:16:07.639984-04:00,GMD.4,0.167,0.877,0.919,0.371,0.021,0.592,1.0,0,-0.032
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Pi Henge,2019-09-09 14:16:07.639984-04:00,CO.5,0.167,0.895,0.919,0.371,0.021,0.592,1.0,0,-0.032
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Pi Henge,2019-09-09 14:16:07.639984-04:00,CO.6,0.167,0.906,0.919,0.371,0.021,0.592,1.0,0,-0.032
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,45-Degree Rotations,2019-09-09 14:16:20.090402-04:00,GMD.4,0.25,0.877,0.919,0.391,0.038,0.597,1.0,0,-0.061
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,45-Degree Rotations,2019-09-09 14:16:20.090402-04:00,CO.5,0.5,0.895,0.919,0.391,0.076,0.597,1.0,0,-0.121
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,45-Degree Rotations,2019-09-09 14:16:20.090402-04:00,CO.6,0.25,0.906,0.919,0.391,0.038,0.597,1.0,0,-0.061
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Pyramids are Strange,2019-09-09 14:16:26.966471-04:00,GMD.4,0.333,0.877,0.919,0.429,0.048,0.606,1.0,0,-0.079
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Pyramids are Strange,2019-09-09 14:16:26.966471-04:00,CO.5,0.333,0.895,0.919,0.467,0.047,0.615,1.0,0,-0.077
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Pyramids are Strange,2019-09-09 14:16:26.966471-04:00,CO.6,0.333,0.906,0.919,0.429,0.048,0.606,1.0,0,-0.079
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Boxes Obscure Spheres,2019-09-09 14:16:40.735280-04:00,GMD.4,0.25,0.877,0.919,0.477,-0.055,0.617,0.0,0,0.093
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Boxes Obscure Spheres,2019-09-09 14:16:40.735280-04:00,CO.5,0.5,0.895,0.919,0.514,-0.111,0.626,0.0,0,0.188
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Boxes Obscure Spheres,2019-09-09 14:16:40.735280-04:00,CO.6,0.25,0.906,0.919,0.477,-0.055,0.617,0.0,0,0.093
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Boxes Obscure Spheres,2019-09-10 13:27:17.687579-04:00,GMD.4,0.25,0.877,0.919,0.422,0.036,0.582,1.0,0.093,-0.06
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Boxes Obscure Spheres,2019-09-10 13:27:17.687579-04:00,CO.5,0.5,0.895,0.919,0.403,0.077,0.553,1.0,0.188,-0.129
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Boxes Obscure Spheres,2019-09-10 13:27:17.687579-04:00,CO.6,0.25,0.906,0.919,0.422,0.036,0.582,1.0,0.093,-0.06
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Object Limits,2019-09-10 13:40:42.438425-04:00,GMD.4,0.333,0.877,0.919,0.458,0.043,0.613,1.0,0,-0.077
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Object Limits,2019-09-10 13:40:42.438425-04:00,CO.5,0.333,0.895,0.919,0.48,0.042,0.618,1.0,0,-0.076
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Object Limits,2019-09-10 13:40:42.438425-04:00,CO.6,0.333,0.906,0.919,0.458,0.043,0.613,1.0,0,-0.077
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Tetromino,2019-09-10 13:46:11.562683-04:00,GMD.4,0.333,0.877,0.919,0.502,0.041,0.623,1.0,0,-0.075
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Tetromino,2019-09-10 13:46:11.562683-04:00,CO.5,0.333,0.895,0.919,0.523,0.04,0.628,1.0,0,-0.074
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Tetromino,2019-09-10 13:46:11.562683-04:00,CO.6,0.333,0.906,0.919,0.502,0.041,0.623,1.0,0,-0.075
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Angled Silhouette,2019-09-10 13:46:47.694253-04:00,GMD.4,0.333,0.877,0.919,0.542,0.039,0.632,1.0,0,-0.074
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Angled Silhouette,2019-09-10 13:46:47.694253-04:00,CO.5,0.333,0.895,0.919,0.563,0.038,0.637,1.0,0,-0.073
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Angled Silhouette,2019-09-10 13:46:47.694253-04:00,CO.6,0.333,0.906,0.919,0.542,0.039,0.632,1.0,0,-0.074
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Sugar Cones,2019-09-10 13:47:53.184424-04:00,GMD.4,0.333,0.877,0.919,0.581,0.039,0.616,1.0,0.108,-0.073
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Sugar Cones,2019-09-10 13:47:53.184424-04:00,CO.5,0.333,0.895,0.919,0.601,0.039,0.621,1.0,0.108,-0.072
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Sugar Cones,2019-09-10 13:47:53.184424-04:00,CO.6,0.333,0.906,0.919,0.581,0.039,0.616,1.0,0.108,-0.073
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Stranger Shapes,2019-09-10 13:51:28.377870-04:00,GMD.4,0.5,0.877,0.919,0.62,0.053,0.65,1.0,0,-0.105
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Stranger Shapes,2019-09-10 13:51:28.377870-04:00,CO.5,0.25,0.895,0.919,0.64,0.026,0.655,1.0,0,-0.052
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Stranger Shapes,2019-09-10 13:51:28.377870-04:00,CO.6,0.25,0.906,0.919,0.62,0.026,0.65,1.0,0,-0.053
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Tall and Small,2019-09-10 13:53:23.466158-04:00,GMD.4,0.25,0.877,0.919,0.673,0.025,0.662,1.0,0,-0.051
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Tall and Small,2019-09-10 13:53:23.466158-04:00,CO.5,0.25,0.895,0.919,0.666,0.025,0.661,1.0,0,-0.051
cb71040b5bd1341a34afc24961536ebd,56ccce25ead834182d605eff319bfa2c,Tall and Small,2019-09-10 13:53:23.466158-04:00,CO.6,0.5,0.906,0.919,0.647,0.05,0.656,1.0,0,-0.103
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,1. One Box,2019-09-09 13:29:59.189222-04:00,GMD.4,0.333,0.797,0.842,0,0.09,0.525,1.0,-0.1,-0.09
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,1. One Box,2019-09-09 13:29:59.189222-04:00,CO.5,0.333,0.775,0.842,0,0.09,0.525,1.0,-0.1,-0.09
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,1. One Box,2019-09-09 13:29:59.189222-04:00,CO.6,0.333,0.824,0.842,0,0.09,0.525,1.0,-0.1,-0.09
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,2. Separated Boxes,2019-09-09 13:30:33.226158-04:00,GMD.4,0.333,0.797,0.842,0.09,0.082,0.546,1.0,-0.095,-0.086
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,2. Separated Boxes,2019-09-09 13:30:33.226158-04:00,CO.5,0.333,0.775,0.842,0.09,0.082,0.546,1.0,-0.095,-0.086
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,2. Separated Boxes,2019-09-09 13:30:33.226158-04:00,CO.6,0.333,0.824,0.842,0.09,0.082,0.546,1.0,-0.095,-0.086
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,3. Rotate a Pyramid,2019-09-09 13:31:11.875600-04:00,GMD.4,0.333,0.797,0.842,0.173,0.076,0.566,1.0,-0.091,-0.083
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,3. Rotate a Pyramid,2019-09-09 13:31:11.875600-04:00,CO.5,0.333,0.775,0.842,0.173,0.076,0.566,1.0,-0.091,-0.083
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,3. Rotate a Pyramid,2019-09-09 13:31:11.875600-04:00,CO.6,0.333,0.824,0.842,0.173,0.076,0.566,1.0,-0.091,-0.083
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,4. Match Silhouettes,2019-09-09 13:31:48.967949-04:00,GMD.4,0.333,0.797,0.842,0.249,0.074,0.558,1.0,0.016,-0.08
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,4. Match Silhouettes,2019-09-09 13:31:48.967949-04:00,CO.5,0.333,0.775,0.842,0.249,0.074,0.558,1.0,0.016,-0.08
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,4. Match Silhouettes,2019-09-09 13:31:48.967949-04:00,CO.6,0.333,0.824,0.842,0.249,0.074,0.558,1.0,0.016,-0.08
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,5. Removing Objects,2019-09-09 13:32:30.524498-04:00,GMD.4,0.333,0.797,0.842,0.322,0.067,0.58,1.0,0,-0.084
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,5. Removing Objects,2019-09-09 13:32:30.524498-04:00,CO.5,0.333,0.775,0.842,0.322,0.067,0.58,1.0,0,-0.084
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,5. Removing Objects,2019-09-09 13:32:30.524498-04:00,CO.6,0.333,0.824,0.842,0.322,0.067,0.58,1.0,0,-0.084
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,6. Stretch a Ramp,2019-09-09 13:39:59.234167-04:00,GMD.4,0.333,0.797,0.842,0.389,0.062,0.596,1.0,0,-0.081
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,6. Stretch a Ramp,2019-09-09 13:39:59.234167-04:00,CO.5,0.333,0.775,0.842,0.389,0.062,0.596,1.0,0,-0.081
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,6. Stretch a Ramp,2019-09-09 13:39:59.234167-04:00,CO.6,0.333,0.824,0.842,0.389,0.062,0.596,1.0,0,-0.081
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,7. Max 2 Boxes,2019-09-09 13:48:36.048888-04:00,GMD.4,0.333,0.797,0.842,0.452,0.058,0.611,1.0,0,-0.078
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,7. Max 2 Boxes,2019-09-09 13:48:36.048888-04:00,CO.5,0.333,0.775,0.842,0.452,0.058,0.611,1.0,0,-0.078
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,7. Max 2 Boxes,2019-09-09 13:48:36.048888-04:00,CO.6,0.333,0.824,0.842,0.452,0.058,0.611,1.0,0,-0.078
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,8. Combine 2 Ramps,2019-09-09 13:49:11.618343-04:00,GMD.4,0.333,0.797,0.842,0.509,0.051,0.646,1.0,-0.092,-0.067
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,8. Combine 2 Ramps,2019-09-09 13:49:11.618343-04:00,CO.5,0.333,0.775,0.842,0.509,0.051,0.646,1.0,-0.092,-0.067
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,8. Combine 2 Ramps,2019-09-09 13:49:11.618343-04:00,CO.6,0.333,0.824,0.842,0.509,0.051,0.646,1.0,-0.092,-0.067
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,9. Scaling Round Objects,2019-09-09 13:50:39.511234-04:00,GMD.4,0.333,0.797,0.842,0.56,0.047,0.657,1.0,-0.089,-0.065
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,9. Scaling Round Objects,2019-09-09 13:50:39.511234-04:00,CO.5,0.333,0.775,0.842,0.56,0.047,0.657,1.0,-0.089,-0.065
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,9. Scaling Round Objects,2019-09-09 13:50:39.511234-04:00,CO.6,0.333,0.824,0.842,0.56,0.047,0.657,1.0,-0.089,-0.065
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Square Cross-Sections,2019-09-09 13:53:57.399615-04:00,GMD.4,0.333,0.797,0.842,0.607,-0.089,0.667,0.0,-0.086,0.127
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Square Cross-Sections,2019-09-09 13:53:57.399615-04:00,CO.5,0.333,0.775,0.842,0.607,-0.089,0.667,0.0,-0.086,0.127
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Square Cross-Sections,2019-09-09 13:53:57.399615-04:00,CO.6,0.333,0.824,0.842,0.607,-0.089,0.667,0.0,-0.086,0.127
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Square Cross-Sections,2019-09-09 14:06:28.039483-04:00,GMD.4,0.333,0.797,0.842,0.518,0.049,0.617,1.0,0.041,-0.07
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Square Cross-Sections,2019-09-09 14:06:28.039483-04:00,CO.5,0.333,0.775,0.842,0.518,0.049,0.617,1.0,0.041,-0.07
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Square Cross-Sections,2019-09-09 14:06:28.039483-04:00,CO.6,0.333,0.824,0.842,0.518,0.049,0.617,1.0,0.041,-0.07
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Bird Fez,2019-09-09 14:07:43.160538-04:00,MG.1,0.5,0.972,0.842,0,0.071,0.529,1.0,-0.118,-0.108
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Bird Fez,2019-09-09 14:07:43.160538-04:00,GMD.4,0.167,0.797,0.842,0.568,0.018,0.646,1.0,-0.033,-0.027
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Bird Fez,2019-09-09 14:07:43.160538-04:00,CO.5,0.167,0.775,0.842,0.568,0.018,0.646,1.0,-0.033,-0.027
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Bird Fez,2019-09-09 14:07:43.160538-04:00,CO.6,0.167,0.824,0.842,0.568,0.018,0.646,1.0,-0.033,-0.027
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Pi Henge,2019-09-09 14:10:10.111475-04:00,MG.1,0.5,0.972,0.842,0.071,0.066,0.546,1.0,-0.113,-0.104
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Pi Henge,2019-09-09 14:10:10.111475-04:00,GMD.4,0.167,0.797,0.842,0.585,0.017,0.65,1.0,-0.032,-0.027
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Pi Henge,2019-09-09 14:10:10.111475-04:00,CO.5,0.167,0.775,0.842,0.585,0.017,0.65,1.0,-0.032,-0.027
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Pi Henge,2019-09-09 14:10:10.111475-04:00,CO.6,0.167,0.824,0.842,0.585,0.017,0.65,1.0,-0.032,-0.027
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,45-Degree Rotations,2019-09-09 14:12:01.194612-04:00,GMD.4,0.25,0.797,0.842,0.602,-0.058,0.66,0.0,-0.061,0.095
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,45-Degree Rotations,2019-09-09 14:12:01.194612-04:00,CO.5,0.5,0.775,0.842,0.602,-0.119,0.673,0.0,-0.121,0.193
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,45-Degree Rotations,2019-09-09 14:12:01.194612-04:00,CO.6,0.25,0.824,0.842,0.602,-0.058,0.66,0.0,-0.061,0.095
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,45-Degree Rotations,2019-09-09 21:05:27.170196-04:00,GMD.4,0.25,0.797,0.842,0.544,0.032,0.625,1.0,0.034,-0.052
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,45-Degree Rotations,2019-09-09 21:05:27.170196-04:00,CO.5,0.5,0.775,0.842,0.483,0.069,0.601,1.0,0.072,-0.11
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,45-Degree Rotations,2019-09-09 21:05:27.170196-04:00,CO.6,0.25,0.824,0.842,0.544,0.032,0.625,1.0,0.034,-0.052
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Pyramids are Strange,2019-09-10 13:33:35.471847-04:00,GMD.4,0.333,0.797,0.842,0.577,0.038,0.658,1.0,-0.079,-0.065
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Pyramids are Strange,2019-09-10 13:33:35.471847-04:00,CO.5,0.333,0.775,0.842,0.552,0.039,0.652,1.0,-0.077,-0.066
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Pyramids are Strange,2019-09-10 13:33:35.471847-04:00,CO.6,0.333,0.824,0.842,0.577,0.038,0.658,1.0,-0.079,-0.065
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Boxes Obscure Spheres,2019-09-10 13:34:57.879196-04:00,GMD.4,0.25,0.797,0.842,0.614,-0.052,0.642,0.0,0.032,0.087
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Boxes Obscure Spheres,2019-09-10 13:34:57.879196-04:00,CO.5,0.5,0.775,0.842,0.591,-0.102,0.63,0.0,0.059,0.171
cb71040b5bd1341a34afc24961536ebd,476c86cda40e6f3a762d65030a131dd2,Boxes Obscure Spheres,2019-09-10 13:34:57.879196-04:00,CO.6,0.25,0.824,0.842,0.614,-0.052,0.642,0.0,0.032,0.087
cb71040b5bd1341a34afc24961536ebd,bd6a63c5523e2eced8f2dc3bd2aaea5e,1. One Box,2019-09-09 13:30:28.442455-04:00,GMD.4,0.333,0.826,0.879,0,0.086,0.547,1.0,-0.19,-0.082
cb71040b5bd1341a34afc24961536ebd,bd6a63c5523e2eced8f2dc3bd2aaea5e,1. One Box,2019-09-09 13:30:28.442455-04:00,CO.5,0.333,0.864,0.879,0,0.086,0.547,1.0,-0.19,-0.082
cb71040b5bd1341a34afc24961536ebd,bd6a63c5523e2eced8f2dc3bd2aaea5e,1. One Box,2019-09-09 13:30:28.442455-04:00,CO.6,0.333,0.854,0.879,0,0.086,0.547,1.0,-0.19,-0.082
cb71040b5bd1341a34afc24961536ebd,bd6a63c5523e2eced8f2dc3bd2aaea5e,2. Separated Boxes,2019-09-09 13:31:01.571293-04:00,GMD.4,0.333,0.826,0.879,0.086,0.079,0.567,1.0,-0.182,-0.079
cb71040b5bd1341a34afc24961536ebd,bd6a63c5523e2eced8f2dc3bd2aaea5e,2. Separated Boxes,2019-09-09 13:31:01.571293-04:00,CO.5,0.333,0.864,0.879,0.086,0.079,0.567,1.0,-0.182,-0.079
