group,user,kc,competency
4fe25833f555e9903d2bb6bbeec3fbfb,302f89f8db8438ebfaf8ab4fd1d267f2,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,GMD.4,0.563403834
4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,CO.5,0.56241297
4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,CO.6,0.555061364
4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,GMD.4,0.465535198
4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,CO.5,0.447689658
4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,CO.6,0.4365607
4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,40d788246ddbc125d1488077d7711321,GMD.4,0.415772145
4fe25833f555e9903d2bb6bbeec3fbfb,40d788246ddbc125d1488077d7711321,CO.5,0.389356544
4fe25833f555e9903d2bb6bbeec3fbfb,40d788246ddbc125d1488077d7711321,CO.6,0.376306925
4fe25833f555e9903d2bb6bbeec3fbfb,40d788246ddbc125d1488077d7711321,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,4e46303a1a86e794ec6f495f04a1d95b,GMD.4,0.465826973
4fe25833f555e9903d2bb6bbeec3fbfb,4e46303a1a86e794ec6f495f04a1d95b,CO.5,0.448031681
4fe25833f555e9903d2bb6bbeec3fbfb,4e46303a1a86e794ec6f495f04a1d95b,CO.6,0.436913985
4fe25833f555e9903d2bb6bbeec3fbfb,4e46303a1a86e794ec6f495f04a1d95b,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,GMD.4,0.639650967
4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,CO.5,0.651791183
4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,CO.6,0.647382422
4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,GMD.4,0.221648469
4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,CO.5,0.238968984
4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,CO.6,0.220967742
4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,MG.1,0.469712425
4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,GMD.4,0.673693732
4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,CO.5,0.691696703
4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,CO.6,0.688601861
4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,MG.1,0.390992396
4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,GMD.4,0.423276778
4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,CO.5,0.398153605
4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,CO.6,0.385393636
4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,6f92f9126b33790d7fef01f949d8334b,GMD.4,0.472757215
4fe25833f555e9903d2bb6bbeec3fbfb,6f92f9126b33790d7fef01f949d8334b,CO.5,0.456155431
4fe25833f555e9903d2bb6bbeec3fbfb,6f92f9126b33790d7fef01f949d8334b,CO.6,0.445305215
4fe25833f555e9903d2bb6bbeec3fbfb,6f92f9126b33790d7fef01f949d8334b,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,781ddfc1403d3625fe99f9cb5986f096,GMD.4,0.439500145
4fe25833f555e9903d2bb6bbeec3fbfb,781ddfc1403d3625fe99f9cb5986f096,CO.5,0.417170917
4fe25833f555e9903d2bb6bbeec3fbfb,781ddfc1403d3625fe99f9cb5986f096,CO.6,0.405037107
4fe25833f555e9903d2bb6bbeec3fbfb,781ddfc1403d3625fe99f9cb5986f096,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,GMD.4,0.36640968
4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,CO.5,0.331493006
4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,CO.6,0.316538186
4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,GMD.4,0.428413102
4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,CO.5,0.404174492
4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,CO.6,0.391612765
4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,GMD.4,0.662077794
4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,CO.5,0.678080299
4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,CO.6,0.674537127
4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,GMD.4,0.641118227
4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,CO.5,0.653511131
4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,CO.6,0.649159
4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,a48c50f9ef3ef60c304e7e4ca5d775cb,GMD.4,0.559821945
4fe25833f555e9903d2bb6bbeec3fbfb,a48c50f9ef3ef60c304e7e4ca5d775cb,CO.5,0.558214218
4fe25833f555e9903d2bb6bbeec3fbfb,a48c50f9ef3ef60c304e7e4ca5d775cb,CO.6,0.550724365
4fe25833f555e9903d2bb6bbeec3fbfb,a48c50f9ef3ef60c304e7e4ca5d775cb,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,a7d70a79fa9f7d3dec47bac5541e53be,GMD.4,0.158982637
4fe25833f555e9903d2bb6bbeec3fbfb,a7d70a79fa9f7d3dec47bac5541e53be,CO.5,0.088343426
4fe25833f555e9903d2bb6bbeec3fbfb,a7d70a79fa9f7d3dec47bac5541e53be,CO.6,0.065382724
4fe25833f555e9903d2bb6bbeec3fbfb,a7d70a79fa9f7d3dec47bac5541e53be,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,a89dc0a90ec4abfdc92e621e3ca80748,GMD.4,0.494104178
4fe25833f555e9903d2bb6bbeec3fbfb,a89dc0a90ec4abfdc92e621e3ca80748,CO.5,0.466135914
4fe25833f555e9903d2bb6bbeec3fbfb,a89dc0a90ec4abfdc92e621e3ca80748,CO.6,0.471152406
4fe25833f555e9903d2bb6bbeec3fbfb,a89dc0a90ec4abfdc92e621e3ca80748,MG.1,0.507360566
4fe25833f555e9903d2bb6bbeec3fbfb,afa648f0959b8ff1a10ddb9c643aa172,GMD.4,0.661995924
4fe25833f555e9903d2bb6bbeec3fbfb,afa648f0959b8ff1a10ddb9c643aa172,CO.5,0.606383386
4fe25833f555e9903d2bb6bbeec3fbfb,afa648f0959b8ff1a10ddb9c643aa172,CO.6,0.674437997
4fe25833f555e9903d2bb6bbeec3fbfb,afa648f0959b8ff1a10ddb9c643aa172,MG.1,0.770735272
4fe25833f555e9903d2bb6bbeec3fbfb,b2531b7f78817a6d4acda4a109b7a431,GMD.4,0.683033917
4fe25833f555e9903d2bb6bbeec3fbfb,b2531b7f78817a6d4acda4a109b7a431,CO.5,0.70264543
4fe25833f555e9903d2bb6bbeec3fbfb,b2531b7f78817a6d4acda4a109b7a431,CO.6,0.699911082
4fe25833f555e9903d2bb6bbeec3fbfb,b2531b7f78817a6d4acda4a109b7a431,MG.1,0.582913935
4fe25833f555e9903d2bb6bbeec3fbfb,bee2a34ccb9b04e94c012b32c0228791,GMD.4,0.530451175
4fe25833f555e9903d2bb6bbeec3fbfb,bee2a34ccb9b04e94c012b32c0228791,CO.5,0.523785292
4fe25833f555e9903d2bb6bbeec3fbfb,bee2a34ccb9b04e94c012b32c0228791,CO.6,0.51516184
4fe25833f555e9903d2bb6bbeec3fbfb,bee2a34ccb9b04e94c012b32c0228791,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,bfc0042bbe42e56ce5a8d2d9b8c0f4e4,GMD.4,0.505240591
4fe25833f555e9903d2bb6bbeec3fbfb,bfc0042bbe42e56ce5a8d2d9b8c0f4e4,CO.5,0.494233008
4fe25833f555e9903d2bb6bbeec3fbfb,bfc0042bbe42e56ce5a8d2d9b8c0f4e4,CO.6,0.484636525
4fe25833f555e9903d2bb6bbeec3fbfb,bfc0042bbe42e56ce5a8d2d9b8c0f4e4,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,d0eb9b379fb70519d83b457b6c85ec4d,GMD.4,0.54180937
4fe25833f555e9903d2bb6bbeec3fbfb,d0eb9b379fb70519d83b457b6c85ec4d,CO.5,0.537099565
4fe25833f555e9903d2bb6bbeec3fbfb,d0eb9b379fb70519d83b457b6c85ec4d,CO.6,0.528914496
4fe25833f555e9903d2bb6bbeec3fbfb,d0eb9b379fb70519d83b457b6c85ec4d,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,e08bc4c6e82c2fce47308de23960f73c,GMD.4,0.484051476
4fe25833f555e9903d2bb6bbeec3fbfb,e08bc4c6e82c2fce47308de23960f73c,CO.5,0.469394759
4fe25833f555e9903d2bb6bbeec3fbfb,e08bc4c6e82c2fce47308de23960f73c,CO.6,0.458980459
4fe25833f555e9903d2bb6bbeec3fbfb,e08bc4c6e82c2fce47308de23960f73c,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,e3d9bb1dbe4394feac89c0974e04a53f,GMD.4,0.494663988
4fe25833f555e9903d2bb6bbeec3fbfb,e3d9bb1dbe4394feac89c0974e04a53f,CO.5,0.481834931
4fe25833f555e9903d2bb6bbeec3fbfb,e3d9bb1dbe4394feac89c0974e04a53f,CO.6,0.471830232
4fe25833f555e9903d2bb6bbeec3fbfb,e3d9bb1dbe4394feac89c0974e04a53f,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,e86797831be7ef238bf4da814e085931,GMD.4,0.415266882
4fe25833f555e9903d2bb6bbeec3fbfb,e86797831be7ef238bf4da814e085931,CO.5,0.388764265
4fe25833f555e9903d2bb6bbeec3fbfb,e86797831be7ef238bf4da814e085931,CO.6,0.375695145
4fe25833f555e9903d2bb6bbeec3fbfb,e86797831be7ef238bf4da814e085931,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,ffb0d9f90251dac55dde43e4cae2c46c,GMD.4,0.441478313
4fe25833f555e9903d2bb6bbeec3fbfb,ffb0d9f90251dac55dde43e4cae2c46c,CO.5,0.41948976
4fe25833f555e9903d2bb6bbeec3fbfb,ffb0d9f90251dac55dde43e4cae2c46c,CO.6,0.4074323
4fe25833f555e9903d2bb6bbeec3fbfb,ffb0d9f90251dac55dde43e4cae2c46c,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,16877a7d2e69929dcf77a5b6ea4e6cd9,GMD.4,0.696657897
4fe25833f555e9903d2bb6bbeec3fbfb,16877a7d2e69929dcf77a5b6ea4e6cd9,CO.5,0.917888775
4fe25833f555e9903d2bb6bbeec3fbfb,16877a7d2e69929dcf77a5b6ea4e6cd9,CO.6,0.796066893
4fe25833f555e9903d2bb6bbeec3fbfb,16877a7d2e69929dcf77a5b6ea4e6cd9,MG.1,0.956384265
4fe25833f555e9903d2bb6bbeec3fbfb,17db09f3cda608d44115c85fddc3c9ad,GMD.4,0.626145325
4fe25833f555e9903d2bb6bbeec3fbfb,17db09f3cda608d44115c85fddc3c9ad,CO.5,0.62942201
4fe25833f555e9903d2bb6bbeec3fbfb,17db09f3cda608d44115c85fddc3c9ad,CO.6,0.606528702
4fe25833f555e9903d2bb6bbeec3fbfb,17db09f3cda608d44115c85fddc3c9ad,MG.1,0.979482381
4fe25833f555e9903d2bb6bbeec3fbfb,17f8fdb215276b60e1b97a24962ad0f2,GMD.4,0.682228143
4fe25833f555e9903d2bb6bbeec3fbfb,17f8fdb215276b60e1b97a24962ad0f2,CO.5,0.695463848
4fe25833f555e9903d2bb6bbeec3fbfb,17f8fdb215276b60e1b97a24962ad0f2,CO.6,0.744659336
4fe25833f555e9903d2bb6bbeec3fbfb,17f8fdb215276b60e1b97a24962ad0f2,MG.1,0.812314813
4fe25833f555e9903d2bb6bbeec3fbfb,18209fda6e66194eb48ac00ea2f10a16,GMD.4,0.673232388
4fe25833f555e9903d2bb6bbeec3fbfb,18209fda6e66194eb48ac00ea2f10a16,CO.5,0.660524709
4fe25833f555e9903d2bb6bbeec3fbfb,18209fda6e66194eb48ac00ea2f10a16,CO.6,0.669917354
4fe25833f555e9903d2bb6bbeec3fbfb,18209fda6e66194eb48ac00ea2f10a16,MG.1,0.764843799
4fe25833f555e9903d2bb6bbeec3fbfb,1a59df3d27c2f1544da042110abbff28,GMD.4,0.453524621
4fe25833f555e9903d2bb6bbeec3fbfb,1a59df3d27c2f1544da042110abbff28,CO.5,0.433610651
4fe25833f555e9903d2bb6bbeec3fbfb,1a59df3d27c2f1544da042110abbff28,CO.6,0.422018131
4fe25833f555e9903d2bb6bbeec3fbfb,1a59df3d27c2f1544da042110abbff28,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,29fba46101c93b24f73945ea1e3994ef,GMD.4,0.399552378
4fe25833f555e9903d2bb6bbeec3fbfb,29fba46101c93b24f73945ea1e3994ef,CO.5,0.442950037
4fe25833f555e9903d2bb6bbeec3fbfb,29fba46101c93b24f73945ea1e3994ef,CO.6,0.399768032
4fe25833f555e9903d2bb6bbeec3fbfb,29fba46101c93b24f73945ea1e3994ef,MG.1,0.739836389
4fe25833f555e9903d2bb6bbeec3fbfb,2da50872be7a811e24a1cdec9c227829,GMD.4,0.696921038
4fe25833f555e9903d2bb6bbeec3fbfb,2da50872be7a811e24a1cdec9c227829,CO.5,0.789827672
4fe25833f555e9903d2bb6bbeec3fbfb,2da50872be7a811e24a1cdec9c227829,CO.6,0.705226515
4fe25833f555e9903d2bb6bbeec3fbfb,2da50872be7a811e24a1cdec9c227829,MG.1,0.720443839
4fe25833f555e9903d2bb6bbeec3fbfb,2db95e8e1a9267b7a1188556b2013b33,GMD.4,0.494259996
4fe25833f555e9903d2bb6bbeec3fbfb,2db95e8e1a9267b7a1188556b2013b33,CO.5,0.481361364
4fe25833f555e9903d2bb6bbeec3fbfb,2db95e8e1a9267b7a1188556b2013b33,CO.6,0.471341072
4fe25833f555e9903d2bb6bbeec3fbfb,2db95e8e1a9267b7a1188556b2013b33,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,3346993e67759021d1f7d17052cae1bb,GMD.4,0.956401948
4fe25833f555e9903d2bb6bbeec3fbfb,3346993e67759021d1f7d17052cae1bb,CO.5,0.972853932
4fe25833f555e9903d2bb6bbeec3fbfb,3346993e67759021d1f7d17052cae1bb,CO.6,0.960669486
4fe25833f555e9903d2bb6bbeec3fbfb,3346993e67759021d1f7d17052cae1bb,MG.1,0.743494926
4fe25833f555e9903d2bb6bbeec3fbfb,3f4fbcbac5da95a20fa08e5384cec0be,GMD.4,0.695967433
4fe25833f555e9903d2bb6bbeec3fbfb,3f4fbcbac5da95a20fa08e5384cec0be,CO.5,0.632546721
4fe25833f555e9903d2bb6bbeec3fbfb,3f4fbcbac5da95a20fa08e5384cec0be,CO.6,0.627504321
4fe25833f555e9903d2bb6bbeec3fbfb,3f4fbcbac5da95a20fa08e5384cec0be,MG.1,1
4fe25833f555e9903d2bb6bbeec3fbfb,4e4715f7254217e3086e400c20c6c46a,GMD.4,0.457935888
4fe25833f555e9903d2bb6bbeec3fbfb,4e4715f7254217e3086e400c20c6c46a,CO.5,0.438781614
4fe25833f555e9903d2bb6bbeec3fbfb,4e4715f7254217e3086e400c20c6c46a,CO.6,0.427359353
4fe25833f555e9903d2bb6bbeec3fbfb,4e4715f7254217e3086e400c20c6c46a,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,5724b11c82858d1aa6e80f800fda71df,GMD.4,0.88561312
4fe25833f555e9903d2bb6bbeec3fbfb,5724b11c82858d1aa6e80f800fda71df,CO.5,0.919085749
4fe25833f555e9903d2bb6bbeec3fbfb,5724b11c82858d1aa6e80f800fda71df,CO.6,0.907055659
4fe25833f555e9903d2bb6bbeec3fbfb,5724b11c82858d1aa6e80f800fda71df,MG.1,0.996384081
4fe25833f555e9903d2bb6bbeec3fbfb,6fb00a0a9c2e6b84352abd12b0f53c0b,GMD.4,0.463797925
4fe25833f555e9903d2bb6bbeec3fbfb,6fb00a0a9c2e6b84352abd12b0f53c0b,CO.5,0.445653197
4fe25833f555e9903d2bb6bbeec3fbfb,6fb00a0a9c2e6b84352abd12b0f53c0b,CO.6,0.434457187
4fe25833f555e9903d2bb6bbeec3fbfb,6fb00a0a9c2e6b84352abd12b0f53c0b,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,70c2fe415227245dbd643fe14a70a22f,GMD.4,0.506299758
4fe25833f555e9903d2bb6bbeec3fbfb,70c2fe415227245dbd643fe14a70a22f,CO.5,0.569113239
4fe25833f555e9903d2bb6bbeec3fbfb,70c2fe415227245dbd643fe14a70a22f,CO.6,0.504689485
4fe25833f555e9903d2bb6bbeec3fbfb,70c2fe415227245dbd643fe14a70a22f,MG.1,0.728838665
4fe25833f555e9903d2bb6bbeec3fbfb,7738af89c35a17ea95c600683473bb33,GMD.4,0.594085763
4fe25833f555e9903d2bb6bbeec3fbfb,7738af89c35a17ea95c600683473bb33,CO.5,0.652702787
4fe25833f555e9903d2bb6bbeec3fbfb,7738af89c35a17ea95c600683473bb33,CO.6,0.649328654
4fe25833f555e9903d2bb6bbeec3fbfb,7738af89c35a17ea95c600683473bb33,MG.1,0.552856978
4fe25833f555e9903d2bb6bbeec3fbfb,82ad0b937435798fbb2091527e421451,GMD.4,0.746350785
4fe25833f555e9903d2bb6bbeec3fbfb,82ad0b937435798fbb2091527e421451,CO.5,0.731056476
4fe25833f555e9903d2bb6bbeec3fbfb,82ad0b937435798fbb2091527e421451,CO.6,0.72474791
4fe25833f555e9903d2bb6bbeec3fbfb,82ad0b937435798fbb2091527e421451,MG.1,0.600326221
4fe25833f555e9903d2bb6bbeec3fbfb,86e8f92f3a09a2f64ae0c8eedfbf7e53,GMD.4,1
4fe25833f555e9903d2bb6bbeec3fbfb,86e8f92f3a09a2f64ae0c8eedfbf7e53,CO.5,1
4fe25833f555e9903d2bb6bbeec3fbfb,86e8f92f3a09a2f64ae0c8eedfbf7e53,CO.6,1
4fe25833f555e9903d2bb6bbeec3fbfb,86e8f92f3a09a2f64ae0c8eedfbf7e53,MG.1,0.975358682
4fe25833f555e9903d2bb6bbeec3fbfb,8722a7065bec725bd89027515a38ce3f,GMD.4,0.467718183
4fe25833f555e9903d2bb6bbeec3fbfb,8722a7065bec725bd89027515a38ce3f,CO.5,0.442696493
4fe25833f555e9903d2bb6bbeec3fbfb,8722a7065bec725bd89027515a38ce3f,CO.6,0.47861059
4fe25833f555e9903d2bb6bbeec3fbfb,8722a7065bec725bd89027515a38ce3f,MG.1,0.709251386
4fe25833f555e9903d2bb6bbeec3fbfb,8b44d17f9b0196463b19431a948a9e98,GMD.4,0.896506153
4fe25833f555e9903d2bb6bbeec3fbfb,8b44d17f9b0196463b19431a948a9e98,CO.5,0.892482315
4fe25833f555e9903d2bb6bbeec3fbfb,8b44d17f9b0196463b19431a948a9e98,CO.6,0.880744638
4fe25833f555e9903d2bb6bbeec3fbfb,8b44d17f9b0196463b19431a948a9e98,MG.1,0.904362881
4fe25833f555e9903d2bb6bbeec3fbfb,993408ffe6e0e8aead57ab51a1ef269d,GMD.4,0.440753787
4fe25833f555e9903d2bb6bbeec3fbfb,993408ffe6e0e8aead57ab51a1ef269d,CO.5,0.477772155
4fe25833f555e9903d2bb6bbeec3fbfb,993408ffe6e0e8aead57ab51a1ef269d,CO.6,0.467633687
4fe25833f555e9903d2bb6bbeec3fbfb,993408ffe6e0e8aead57ab51a1ef269d,MG.1,0.655687831
4fe25833f555e9903d2bb6bbeec3fbfb,9b5657ee770823fe25d1c7aeb56e6bf5,GMD.4,0.787136701
4fe25833f555e9903d2bb6bbeec3fbfb,9b5657ee770823fe25d1c7aeb56e6bf5,CO.5,0.770771361
4fe25833f555e9903d2bb6bbeec3fbfb,9b5657ee770823fe25d1c7aeb56e6bf5,CO.6,0.758207791
4fe25833f555e9903d2bb6bbeec3fbfb,9b5657ee770823fe25d1c7aeb56e6bf5,MG.1,0.84584027
4fe25833f555e9903d2bb6bbeec3fbfb,9e663ef15cba5a9afa81c93d878e0142,GMD.4,0.601270777
4fe25833f555e9903d2bb6bbeec3fbfb,9e663ef15cba5a9afa81c93d878e0142,CO.5,0.644617376
