group,user,kc,competency
7a01ab37bd2729626dcaf96166390315,49ab334e3991f54ab1e2d11869834191,GMD.4,0.699369607
7a01ab37bd2729626dcaf96166390315,49ab334e3991f54ab1e2d11869834191,CO.5,0.701129633
7a01ab37bd2729626dcaf96166390315,49ab334e3991f54ab1e2d11869834191,CO.6,0.689661673
7a01ab37bd2729626dcaf96166390315,49ab334e3991f54ab1e2d11869834191,MG.1,0.812773717
7a01ab37bd2729626dcaf96166390315,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,GMD.4,0.411981208
7a01ab37bd2729626dcaf96166390315,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,CO.5,0.400961256
7a01ab37bd2729626dcaf96166390315,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,CO.6,0.371716806
7a01ab37bd2729626dcaf96166390315,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,MG.1,0.69245269
7a01ab37bd2729626dcaf96166390315,4cac6d6f0016fa63c459c4e9d0aa16b1,GMD.4,0.484699896
7a01ab37bd2729626dcaf96166390315,4cac6d6f0016fa63c459c4e9d0aa16b1,CO.5,0.470154849
7a01ab37bd2729626dcaf96166390315,4cac6d6f0016fa63c459c4e9d0aa16b1,CO.6,0.459765574
7a01ab37bd2729626dcaf96166390315,4cac6d6f0016fa63c459c4e9d0aa16b1,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,5adfb464337689314d03622f9f0b10c7,GMD.4,0.410985915
7a01ab37bd2729626dcaf96166390315,5adfb464337689314d03622f9f0b10c7,CO.5,0.383746042
7a01ab37bd2729626dcaf96166390315,5adfb464337689314d03622f9f0b10c7,CO.6,0.370511693
7a01ab37bd2729626dcaf96166390315,5adfb464337689314d03622f9f0b10c7,MG.1,0.317027584
7a01ab37bd2729626dcaf96166390315,5d483abb3f27510378f2b7672e83bc1e,GMD.4,0.537531896
7a01ab37bd2729626dcaf96166390315,5d483abb3f27510378f2b7672e83bc1e,CO.5,0.588670799
7a01ab37bd2729626dcaf96166390315,5d483abb3f27510378f2b7672e83bc1e,CO.6,0.560570023
7a01ab37bd2729626dcaf96166390315,5d483abb3f27510378f2b7672e83bc1e,MG.1,0.520963027
7a01ab37bd2729626dcaf96166390315,63ff74c01bb9518553cbde97472cb82a,GMD.4,0.503028664
7a01ab37bd2729626dcaf96166390315,63ff74c01bb9518553cbde97472cb82a,CO.5,0.415201383
7a01ab37bd2729626dcaf96166390315,63ff74c01bb9518553cbde97472cb82a,CO.6,0.481958295
7a01ab37bd2729626dcaf96166390315,63ff74c01bb9518553cbde97472cb82a,MG.1,0.706408005
7a01ab37bd2729626dcaf96166390315,7ccdfc4cbcb4802bdc2b511f8d89eee3,GMD.4,0.420958178
7a01ab37bd2729626dcaf96166390315,7ccdfc4cbcb4802bdc2b511f8d89eee3,CO.5,0.395435701
7a01ab37bd2729626dcaf96166390315,7ccdfc4cbcb4802bdc2b511f8d89eee3,CO.6,0.382586243
7a01ab37bd2729626dcaf96166390315,7ccdfc4cbcb4802bdc2b511f8d89eee3,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,8572b2a0310a5e510f661e7817120458,GMD.4,0.285632163
7a01ab37bd2729626dcaf96166390315,8572b2a0310a5e510f661e7817120458,CO.5,0.236804198
7a01ab37bd2729626dcaf96166390315,8572b2a0310a5e510f661e7817120458,CO.6,0.218731679
7a01ab37bd2729626dcaf96166390315,8572b2a0310a5e510f661e7817120458,MG.1,0.705190125
7a01ab37bd2729626dcaf96166390315,86eafa4b05f579291048d9f8e4e715fd,GMD.4,0
7a01ab37bd2729626dcaf96166390315,86eafa4b05f579291048d9f8e4e715fd,CO.5,0.012569488
7a01ab37bd2729626dcaf96166390315,86eafa4b05f579291048d9f8e4e715fd,CO.6,0
7a01ab37bd2729626dcaf96166390315,86eafa4b05f579291048d9f8e4e715fd,MG.1,0.08713101
7a01ab37bd2729626dcaf96166390315,8e27fc67618a1dcc6930342eb60c293a,GMD.4,0.679869285
7a01ab37bd2729626dcaf96166390315,8e27fc67618a1dcc6930342eb60c293a,CO.5,0.72417911
7a01ab37bd2729626dcaf96166390315,8e27fc67618a1dcc6930342eb60c293a,CO.6,0.710390922
7a01ab37bd2729626dcaf96166390315,8e27fc67618a1dcc6930342eb60c293a,MG.1,0.863781818
7a01ab37bd2729626dcaf96166390315,a86925711409ca9c76b1f1c1ef43d281,GMD.4,0.804180878
7a01ab37bd2729626dcaf96166390315,a86925711409ca9c76b1f1c1ef43d281,CO.5,0.813196244
7a01ab37bd2729626dcaf96166390315,a86925711409ca9c76b1f1c1ef43d281,CO.6,0.802027321
7a01ab37bd2729626dcaf96166390315,a86925711409ca9c76b1f1c1ef43d281,MG.1,0.832166652
7a01ab37bd2729626dcaf96166390315,b316cbf7331dbefba42e77a52c831e51,GMD.4,0.445439513
7a01ab37bd2729626dcaf96166390315,b316cbf7331dbefba42e77a52c831e51,CO.5,0.424133146
7a01ab37bd2729626dcaf96166390315,b316cbf7331dbefba42e77a52c831e51,CO.6,0.412228573
7a01ab37bd2729626dcaf96166390315,b316cbf7331dbefba42e77a52c831e51,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,bf837b2d3b9345552bf9c7692f4ed9e9,GMD.4,0.244051322
7a01ab37bd2729626dcaf96166390315,bf837b2d3b9345552bf9c7692f4ed9e9,CO.5,0.093296363
7a01ab37bd2729626dcaf96166390315,bf837b2d3b9345552bf9c7692f4ed9e9,CO.6,0.210839245
7a01ab37bd2729626dcaf96166390315,bf837b2d3b9345552bf9c7692f4ed9e9,MG.1,0.292248534
7a01ab37bd2729626dcaf96166390315,c63e4c7092dc66e2c40ac54e40e2589d,GMD.4,0.527438886
7a01ab37bd2729626dcaf96166390315,c63e4c7092dc66e2c40ac54e40e2589d,CO.5,0.58514546
7a01ab37bd2729626dcaf96166390315,c63e4c7092dc66e2c40ac54e40e2589d,CO.6,0.578542338
7a01ab37bd2729626dcaf96166390315,c63e4c7092dc66e2c40ac54e40e2589d,MG.1,0.717784304
7a01ab37bd2729626dcaf96166390315,ce2264a639e01f4ca75a0c242fbafb09,GMD.4,0.38170282
7a01ab37bd2729626dcaf96166390315,ce2264a639e01f4ca75a0c242fbafb09,CO.5,0.323701769
7a01ab37bd2729626dcaf96166390315,ce2264a639e01f4ca75a0c242fbafb09,CO.6,0.308490417
7a01ab37bd2729626dcaf96166390315,ce2264a639e01f4ca75a0c242fbafb09,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,d74e4aa0805fc05a35d64a50fc0e84de,GMD.4,0.554187322
7a01ab37bd2729626dcaf96166390315,d74e4aa0805fc05a35d64a50fc0e84de,CO.5,0.515892476
7a01ab37bd2729626dcaf96166390315,d74e4aa0805fc05a35d64a50fc0e84de,CO.6,0.543901888
7a01ab37bd2729626dcaf96166390315,d74e4aa0805fc05a35d64a50fc0e84de,MG.1,0.716911215
7a01ab37bd2729626dcaf96166390315,dae8f18dec37209033af50bf2bc6722d,GMD.4,0.555267043
7a01ab37bd2729626dcaf96166390315,dae8f18dec37209033af50bf2bc6722d,CO.5,0.522145078
7a01ab37bd2729626dcaf96166390315,dae8f18dec37209033af50bf2bc6722d,CO.6,0.545209228
7a01ab37bd2729626dcaf96166390315,dae8f18dec37209033af50bf2bc6722d,MG.1,0.714060701
7a01ab37bd2729626dcaf96166390315,f328f213fa502ed9b06a2f5f6ed88086,GMD.4,0.64420719
7a01ab37bd2729626dcaf96166390315,f328f213fa502ed9b06a2f5f6ed88086,CO.5,0.684491915
7a01ab37bd2729626dcaf96166390315,f328f213fa502ed9b06a2f5f6ed88086,CO.6,0.599568943
7a01ab37bd2729626dcaf96166390315,f328f213fa502ed9b06a2f5f6ed88086,MG.1,0.710525261
7a01ab37bd2729626dcaf96166390315,f335e6139464347a152729767b7c10e6,GMD.4,0.293348691
7a01ab37bd2729626dcaf96166390315,f335e6139464347a152729767b7c10e6,CO.5,0.309400991
7a01ab37bd2729626dcaf96166390315,f335e6139464347a152729767b7c10e6,CO.6,0.293718775
7a01ab37bd2729626dcaf96166390315,f335e6139464347a152729767b7c10e6,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,f5c577edc3b46150d0cbae675ee7e459,GMD.4,0.625581181
7a01ab37bd2729626dcaf96166390315,f5c577edc3b46150d0cbae675ee7e459,CO.5,0.655281465
7a01ab37bd2729626dcaf96166390315,f5c577edc3b46150d0cbae675ee7e459,CO.6,0.578092884
7a01ab37bd2729626dcaf96166390315,f5c577edc3b46150d0cbae675ee7e459,MG.1,0.708387624
7a01ab37bd2729626dcaf96166390315,f7383b2902f1761b425ff7df7ae095fc,GMD.4,0.342460197
7a01ab37bd2729626dcaf96166390315,f7383b2902f1761b425ff7df7ae095fc,CO.5,0.314399697
7a01ab37bd2729626dcaf96166390315,f7383b2902f1761b425ff7df7ae095fc,CO.6,0.287539829
7a01ab37bd2729626dcaf96166390315,f7383b2902f1761b425ff7df7ae095fc,MG.1,0.725263118
7a01ab37bd2729626dcaf96166390315,f7ab47845da1e7938d6eacd273fff776,GMD.4,0.511086651
7a01ab37bd2729626dcaf96166390315,f7ab47845da1e7938d6eacd273fff776,CO.5,0.470477708
7a01ab37bd2729626dcaf96166390315,f7ab47845da1e7938d6eacd273fff776,CO.6,0.491715013
7a01ab37bd2729626dcaf96166390315,f7ab47845da1e7938d6eacd273fff776,MG.1,0.708469914
7a01ab37bd2729626dcaf96166390315,fd8558801677dd29161b880a74cb9c81,GMD.4,0.730866424
7a01ab37bd2729626dcaf96166390315,fd8558801677dd29161b880a74cb9c81,CO.5,0.79798671
7a01ab37bd2729626dcaf96166390315,fd8558801677dd29161b880a74cb9c81,CO.6,0.778091144
7a01ab37bd2729626dcaf96166390315,fd8558801677dd29161b880a74cb9c81,MG.1,0.800304835
7a01ab37bd2729626dcaf96166390315,15246dfc4342ffe2601e4ecee9017eea,GMD.4,0.248188154
7a01ab37bd2729626dcaf96166390315,15246dfc4342ffe2601e4ecee9017eea,CO.5,0.234281021
7a01ab37bd2729626dcaf96166390315,15246dfc4342ffe2601e4ecee9017eea,CO.6,0.216125424
7a01ab37bd2729626dcaf96166390315,15246dfc4342ffe2601e4ecee9017eea,MG.1,0.061950476
7a01ab37bd2729626dcaf96166390315,62dad8bdc4268597b3ee4964cc2a3a87,GMD.4,0.236707722
7a01ab37bd2729626dcaf96166390315,62dad8bdc4268597b3ee4964cc2a3a87,CO.5,0.17945412
7a01ab37bd2729626dcaf96166390315,62dad8bdc4268597b3ee4964cc2a3a87,CO.6,0.159493306
7a01ab37bd2729626dcaf96166390315,62dad8bdc4268597b3ee4964cc2a3a87,MG.1,0.422875321
7a01ab37bd2729626dcaf96166390315,ab8c358afd1e639192d0abb1c5c0c9cb,GMD.4,0.283283129
7a01ab37bd2729626dcaf96166390315,ab8c358afd1e639192d0abb1c5c0c9cb,CO.5,0.246894879
7a01ab37bd2729626dcaf96166390315,ab8c358afd1e639192d0abb1c5c0c9cb,CO.6,0.280065202
7a01ab37bd2729626dcaf96166390315,ab8c358afd1e639192d0abb1c5c0c9cb,MG.1,0.708408576
7a01ab37bd2729626dcaf96166390315,c08daa0a4e7dfc7899ae8ffd4b5b1f45,GMD.4,0.460270766
7a01ab37bd2729626dcaf96166390315,c08daa0a4e7dfc7899ae8ffd4b5b1f45,CO.5,0.449575157
7a01ab37bd2729626dcaf96166390315,c08daa0a4e7dfc7899ae8ffd4b5b1f45,CO.6,0.430186455
7a01ab37bd2729626dcaf96166390315,c08daa0a4e7dfc7899ae8ffd4b5b1f45,MG.1,0.716448884
7a01ab37bd2729626dcaf96166390315,c90e00e6590150ee969146996428ed57,GMD.4,0.236420101
7a01ab37bd2729626dcaf96166390315,c90e00e6590150ee969146996428ed57,CO.5,0.179116966
7a01ab37bd2729626dcaf96166390315,c90e00e6590150ee969146996428ed57,CO.6,0.15914505
7a01ab37bd2729626dcaf96166390315,c90e00e6590150ee969146996428ed57,MG.1,0.36273048
7a01ab37bd2729626dcaf96166390315,d1b81842e7f52c7e4bfee0b60735bdf1,GMD.4,0.644534631
7a01ab37bd2729626dcaf96166390315,d1b81842e7f52c7e4bfee0b60735bdf1,CO.5,0.691723607
7a01ab37bd2729626dcaf96166390315,d1b81842e7f52c7e4bfee0b60735bdf1,CO.6,0.657439569
7a01ab37bd2729626dcaf96166390315,d1b81842e7f52c7e4bfee0b60735bdf1,MG.1,0.880033099
7a01ab37bd2729626dcaf96166390315,098f6bcd4621d373cade4e832627b4f6,GMD.4,0.268510323
7a01ab37bd2729626dcaf96166390315,098f6bcd4621d373cade4e832627b4f6,CO.5,0.151899424
7a01ab37bd2729626dcaf96166390315,098f6bcd4621d373cade4e832627b4f6,CO.6,0.198000324
7a01ab37bd2729626dcaf96166390315,098f6bcd4621d373cade4e832627b4f6,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,15776a754fac811d8592f8746dfe03f6,GMD.4,0.51819821
7a01ab37bd2729626dcaf96166390315,15776a754fac811d8592f8746dfe03f6,CO.5,0.509422155
7a01ab37bd2729626dcaf96166390315,15776a754fac811d8592f8746dfe03f6,CO.6,0.500325786
7a01ab37bd2729626dcaf96166390315,15776a754fac811d8592f8746dfe03f6,MG.1,0.696793153
7a01ab37bd2729626dcaf96166390315,185f8ea3abb5153621b2759e8972478f,GMD.4,0.398001289
7a01ab37bd2729626dcaf96166390315,185f8ea3abb5153621b2759e8972478f,CO.5,0.261196198
7a01ab37bd2729626dcaf96166390315,185f8ea3abb5153621b2759e8972478f,CO.6,0.354789733
7a01ab37bd2729626dcaf96166390315,185f8ea3abb5153621b2759e8972478f,MG.1,0.320957769
7a01ab37bd2729626dcaf96166390315,1b06f2a47bf02a5aeeb5eee15061dd76,GMD.4,0.476554134
7a01ab37bd2729626dcaf96166390315,1b06f2a47bf02a5aeeb5eee15061dd76,CO.5,0.460606246
7a01ab37bd2729626dcaf96166390315,1b06f2a47bf02a5aeeb5eee15061dd76,CO.6,0.449902577
7a01ab37bd2729626dcaf96166390315,1b06f2a47bf02a5aeeb5eee15061dd76,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,1d0a0548d9586e4cd74019a0ce91c6d3,GMD.4,0.315512277
7a01ab37bd2729626dcaf96166390315,1d0a0548d9586e4cd74019a0ce91c6d3,CO.5,0.326682959
7a01ab37bd2729626dcaf96166390315,1d0a0548d9586e4cd74019a0ce91c6d3,CO.6,0.300523533
7a01ab37bd2729626dcaf96166390315,1d0a0548d9586e4cd74019a0ce91c6d3,MG.1,0.361914857
7a01ab37bd2729626dcaf96166390315,23cc150b3334c3f316fb29fd8c7bb48d,GMD.4,0.437621774
7a01ab37bd2729626dcaf96166390315,23cc150b3334c3f316fb29fd8c7bb48d,CO.5,0.414969058
7a01ab37bd2729626dcaf96166390315,23cc150b3334c3f316fb29fd8c7bb48d,CO.6,0.40276275
7a01ab37bd2729626dcaf96166390315,23cc150b3334c3f316fb29fd8c7bb48d,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,5b05639df7f654ec0b22e86cc1d1158b,GMD.4,0.442444323
7a01ab37bd2729626dcaf96166390315,5b05639df7f654ec0b22e86cc1d1158b,CO.5,0.388630762
7a01ab37bd2729626dcaf96166390315,5b05639df7f654ec0b22e86cc1d1158b,CO.6,0.408601957
7a01ab37bd2729626dcaf96166390315,5b05639df7f654ec0b22e86cc1d1158b,MG.1,0.7513063
7a01ab37bd2729626dcaf96166390315,712d1197ed1e2c07b4c8544bd192c450,GMD.4,0.45491385
7a01ab37bd2729626dcaf96166390315,712d1197ed1e2c07b4c8544bd192c450,CO.5,0.435239129
7a01ab37bd2729626dcaf96166390315,712d1197ed1e2c07b4c8544bd192c450,CO.6,0.423700229
7a01ab37bd2729626dcaf96166390315,712d1197ed1e2c07b4c8544bd192c450,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,743b7d8a8341513e9865fdb1d08685b0,GMD.4,0.604544202
7a01ab37bd2729626dcaf96166390315,743b7d8a8341513e9865fdb1d08685b0,CO.5,0.610638423
7a01ab37bd2729626dcaf96166390315,743b7d8a8341513e9865fdb1d08685b0,CO.6,0.604874676
7a01ab37bd2729626dcaf96166390315,743b7d8a8341513e9865fdb1d08685b0,MG.1,0.74537639
7a01ab37bd2729626dcaf96166390315,7dbcf48d9abd3b7ac3e5efa0cb8fe8a2,GMD.4,0.590797477
7a01ab37bd2729626dcaf96166390315,7dbcf48d9abd3b7ac3e5efa0cb8fe8a2,CO.5,0.640641801
7a01ab37bd2729626dcaf96166390315,7dbcf48d9abd3b7ac3e5efa0cb8fe8a2,CO.6,0.588229957
7a01ab37bd2729626dcaf96166390315,7dbcf48d9abd3b7ac3e5efa0cb8fe8a2,MG.1,0.740312934
7a01ab37bd2729626dcaf96166390315,90fd4d4e0af8796d9bff08c93a37690a,GMD.4,0.65098899
7a01ab37bd2729626dcaf96166390315,90fd4d4e0af8796d9bff08c93a37690a,CO.5,0.706255498
7a01ab37bd2729626dcaf96166390315,90fd4d4e0af8796d9bff08c93a37690a,CO.6,0.661110652
7a01ab37bd2729626dcaf96166390315,90fd4d4e0af8796d9bff08c93a37690a,MG.1,0.735438974
7a01ab37bd2729626dcaf96166390315,922d9b752ef23eb9c27b22dd9e96b0dd,GMD.4,0.505539558
7a01ab37bd2729626dcaf96166390315,922d9b752ef23eb9c27b22dd9e96b0dd,CO.5,0.48792618
7a01ab37bd2729626dcaf96166390315,922d9b752ef23eb9c27b22dd9e96b0dd,CO.6,0.474171555
7a01ab37bd2729626dcaf96166390315,922d9b752ef23eb9c27b22dd9e96b0dd,MG.1,0.731468868
7a01ab37bd2729626dcaf96166390315,a0598c170ea4cb8cc78c7ad7409e9d93,GMD.4,0.601914649
7a01ab37bd2729626dcaf96166390315,a0598c170ea4cb8cc78c7ad7409e9d93,CO.5,0.660381273
7a01ab37bd2729626dcaf96166390315,a0598c170ea4cb8cc78c7ad7409e9d93,CO.6,0.629936826
7a01ab37bd2729626dcaf96166390315,a0598c170ea4cb8cc78c7ad7409e9d93,MG.1,0.728519758
7a01ab37bd2729626dcaf96166390315,a37a6bbde30f576840b754d721c3b767,GMD.4,0.787850815
7a01ab37bd2729626dcaf96166390315,a37a6bbde30f576840b754d721c3b767,CO.5,0.809635307
7a01ab37bd2729626dcaf96166390315,a37a6bbde30f576840b754d721c3b767,CO.6,0.789698849
7a01ab37bd2729626dcaf96166390315,a37a6bbde30f576840b754d721c3b767,MG.1,0.500110144
7a01ab37bd2729626dcaf96166390315,adf5228f64a7d8954ae7614729729f4a,GMD.4,0.790221372
7a01ab37bd2729626dcaf96166390315,adf5228f64a7d8954ae7614729729f4a,CO.5,0.798131757
7a01ab37bd2729626dcaf96166390315,adf5228f64a7d8954ae7614729729f4a,CO.6,0.778960745
7a01ab37bd2729626dcaf96166390315,adf5228f64a7d8954ae7614729729f4a,MG.1,0.893394398
7a01ab37bd2729626dcaf96166390315,aee91e2e71de85a2f48d3d1a62749939,GMD.4,0.562168568
7a01ab37bd2729626dcaf96166390315,aee91e2e71de85a2f48d3d1a62749939,CO.5,0.655390514
7a01ab37bd2729626dcaf96166390315,aee91e2e71de85a2f48d3d1a62749939,CO.6,0.635195758
7a01ab37bd2729626dcaf96166390315,aee91e2e71de85a2f48d3d1a62749939,MG.1,0.719851026
7a01ab37bd2729626dcaf96166390315,c1e1d3389671bcfccbe590ce97c36b42,GMD.4,0.453903772
7a01ab37bd2729626dcaf96166390315,c1e1d3389671bcfccbe590ce97c36b42,CO.5,0.434055098
7a01ab37bd2729626dcaf96166390315,c1e1d3389671bcfccbe590ce97c36b42,CO.6,0.422477212
7a01ab37bd2729626dcaf96166390315,c1e1d3389671bcfccbe590ce97c36b42,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,c658a12e036d24a8bc2e0e0fa2343ade,GMD.4,0.534732693
7a01ab37bd2729626dcaf96166390315,c658a12e036d24a8bc2e0e0fa2343ade,CO.5,0.617766696
7a01ab37bd2729626dcaf96166390315,c658a12e036d24a8bc2e0e0fa2343ade,CO.6,0.575137293
7a01ab37bd2729626dcaf96166390315,c658a12e036d24a8bc2e0e0fa2343ade,MG.1,0.718331986
7a01ab37bd2729626dcaf96166390315,eb28ab106ea3efb1b9e586b1b531b7b8,GMD.4,0.300099897
7a01ab37bd2729626dcaf96166390315,eb28ab106ea3efb1b9e586b1b531b7b8,CO.5,0.253763527
7a01ab37bd2729626dcaf96166390315,eb28ab106ea3efb1b9e586b1b531b7b8,CO.6,0.236249406
7a01ab37bd2729626dcaf96166390315,eb28ab106ea3efb1b9e586b1b531b7b8,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,f05b5d1373b538bfbdea776a3aff23db,GMD.4,0.487571275
7a01ab37bd2729626dcaf96166390315,f05b5d1373b538bfbdea776a3aff23db,CO.5,0.473520729
7a01ab37bd2729626dcaf96166390315,f05b5d1373b538bfbdea776a3aff23db,CO.6,0.463242279
7a01ab37bd2729626dcaf96166390315,f05b5d1373b538bfbdea776a3aff23db,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,f093c0d517d1cfcedd496536160f18d4,GMD.4,0.582590629
7a01ab37bd2729626dcaf96166390315,f093c0d517d1cfcedd496536160f18d4,CO.5,0.548282207
7a01ab37bd2729626dcaf96166390315,f093c0d517d1cfcedd496536160f18d4,CO.6,0.578292995
7a01ab37bd2729626dcaf96166390315,f093c0d517d1cfcedd496536160f18d4,MG.1,0.505943398
7a01ab37bd2729626dcaf96166390315,f5c024ffd3a74a95a557f9c2099d5dc4,GMD.4,0.466378925
7a01ab37bd2729626dcaf96166390315,f5c024ffd3a74a95a557f9c2099d5dc4,CO.5,0.448678689
7a01ab37bd2729626dcaf96166390315,f5c024ffd3a74a95a557f9c2099d5dc4,CO.6,0.437582296
7a01ab37bd2729626dcaf96166390315,f5c024ffd3a74a95a557f9c2099d5dc4,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,11f0815f430c98926be1961578f4e383,GMD.4,0.241609233
7a01ab37bd2729626dcaf96166390315,11f0815f430c98926be1961578f4e383,CO.5,0.076037073
7a01ab37bd2729626dcaf96166390315,11f0815f430c98926be1961578f4e383,CO.6,0.165428121
7a01ab37bd2729626dcaf96166390315,11f0815f430c98926be1961578f4e383,MG.1,0.717230133
7a01ab37bd2729626dcaf96166390315,245b1824b004e18dc67f195876944f29,GMD.4,0.58232571
7a01ab37bd2729626dcaf96166390315,245b1824b004e18dc67f195876944f29,CO.5,0.584593522
7a01ab37bd2729626dcaf96166390315,245b1824b004e18dc67f195876944f29,CO.6,0.577972227
7a01ab37bd2729626dcaf96166390315,245b1824b004e18dc67f195876944f29,MG.1,0.320735941
7a01ab37bd2729626dcaf96166390315,27c2cc6a9a8c96ec409b61a0bf056976,GMD.4,0.331590042
7a01ab37bd2729626dcaf96166390315,27c2cc6a9a8c96ec409b61a0bf056976,CO.5,0.290676822
7a01ab37bd2729626dcaf96166390315,27c2cc6a9a8c96ec409b61a0bf056976,CO.6,0.274378099
7a01ab37bd2729626dcaf96166390315,27c2cc6a9a8c96ec409b61a0bf056976,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,318084c6adc2a40b0824ce52658f212b,GMD.4,0.423390337
7a01ab37bd2729626dcaf96166390315,318084c6adc2a40b0824ce52658f212b,CO.5,0.39828672
7a01ab37bd2729626dcaf96166390315,318084c6adc2a40b0824ce52658f212b,CO.6,0.385531134
7a01ab37bd2729626dcaf96166390315,318084c6adc2a40b0824ce52658f212b,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,3a614ffabbc581c7298ad2d92ab1d137,GMD.4,0.509653633
7a01ab37bd2729626dcaf96166390315,3a614ffabbc581c7298ad2d92ab1d137,CO.5,0.499406053
7a01ab37bd2729626dcaf96166390315,3a614ffabbc581c7298ad2d92ab1d137,CO.6,0.489979896
7a01ab37bd2729626dcaf96166390315,3a614ffabbc581c7298ad2d92ab1d137,MG.1,0.336564237
7a01ab37bd2729626dcaf96166390315,3c32dab9a9041d872c3d1dc527a8caee,GMD.4,0.537500071
7a01ab37bd2729626dcaf96166390315,3c32dab9a9041d872c3d1dc527a8caee,CO.5,0.460773179
7a01ab37bd2729626dcaf96166390315,3c32dab9a9041d872c3d1dc527a8caee,CO.6,0.523696739
7a01ab37bd2729626dcaf96166390315,3c32dab9a9041d872c3d1dc527a8caee,MG.1,0.745645751
7a01ab37bd2729626dcaf96166390315,3e3e76b766bc7657937a3a95297ad602,GMD.4,0.424533378
7a01ab37bd2729626dcaf96166390315,3e3e76b766bc7657937a3a95297ad602,CO.5,0.399626613
7a01ab37bd2729626dcaf96166390315,3e3e76b766bc7657937a3a95297ad602,CO.6,0.386915144
7a01ab37bd2729626dcaf96166390315,3e3e76b766bc7657937a3a95297ad602,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,476c86cda40e6f3a762d65030a131dd2,GMD.4,0.581997876
7a01ab37bd2729626dcaf96166390315,476c86cda40e6f3a762d65030a131dd2,CO.5,0.56244055
7a01ab37bd2729626dcaf96166390315,476c86cda40e6f3a762d65030a131dd2,CO.6,0.577575281
7a01ab37bd2729626dcaf96166390315,476c86cda40e6f3a762d65030a131dd2,MG.1,0.738533
7a01ab37bd2729626dcaf96166390315,54417fb66f18dc9566731e6f9033ba7c,GMD.4,0.506095127
7a01ab37bd2729626dcaf96166390315,54417fb66f18dc9566731e6f9033ba7c,CO.5,0.49523471
7a01ab37bd2729626dcaf96166390315,54417fb66f18dc9566731e6f9033ba7c,CO.6,0.48567121
7a01ab37bd2729626dcaf96166390315,54417fb66f18dc9566731e6f9033ba7c,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,54b1e46a1ae286dff5c6f918f4fea3d7,GMD.4,0.436625428
7a01ab37bd2729626dcaf96166390315,54b1e46a1ae286dff5c6f918f4fea3d7,CO.5,0.413801123
7a01ab37bd2729626dcaf96166390315,54b1e46a1ae286dff5c6f918f4fea3d7,CO.6,0.40155636
7a01ab37bd2729626dcaf96166390315,54b1e46a1ae286dff5c6f918f4fea3d7,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,55136b14de831d3766fb638203cf2f1d,GMD.4,0.472534193
7a01ab37bd2729626dcaf96166390315,55136b14de831d3766fb638203cf2f1d,CO.5,0.471986543
7a01ab37bd2729626dcaf96166390315,55136b14de831d3766fb638203cf2f1d,CO.6,0.445035177
7a01ab37bd2729626dcaf96166390315,55136b14de831d3766fb638203cf2f1d,MG.1,0.735693317
7a01ab37bd2729626dcaf96166390315,56ccce25ead834182d605eff319bfa2c,GMD.4,0.667749391
7a01ab37bd2729626dcaf96166390315,56ccce25ead834182d605eff319bfa2c,CO.5,0.751896483
7a01ab37bd2729626dcaf96166390315,56ccce25ead834182d605eff319bfa2c,CO.6,0.719341074
7a01ab37bd2729626dcaf96166390315,56ccce25ead834182d605eff319bfa2c,MG.1,0.730393615
7a01ab37bd2729626dcaf96166390315,58f4734cf6b706ff75c516a60d6b5781,GMD.4,0.509926336
7a01ab37bd2729626dcaf96166390315,58f4734cf6b706ff75c516a60d6b5781,CO.5,0.49972572
7a01ab37bd2729626dcaf96166390315,58f4734cf6b706ff75c516a60d6b5781,CO.6,0.490310089
7a01ab37bd2729626dcaf96166390315,58f4734cf6b706ff75c516a60d6b5781,MG.1,0.655687831
7a01ab37bd2729626dcaf96166390315,5bc813de10b7e5cf4f75066d56c60778,GMD.4,0.448666472
7a01ab37bd2729626dcaf96166390315,5bc813de10b7e5cf4f75066d56c60778,CO.5,0.427915844
7a01ab37bd2729626dcaf96166390315,5bc813de10b7e5cf4f75066d56c60778,CO.6,0.416135819
7a01ab37bd2729626dcaf96166390315,5bc813de10b7e5cf4f75066d56c60778,MG.1,0.655687831
