,group,user,task_id,completed,active_time,percentileActiveTime,percTimeAbove85,percTimeBelow15,ws-check_solution,percentileAtt,percAttAbove85,percAttBelow15,totalUserPersistence
4fe25833f555e9903d2bb6bbeec3fbfb~302f89f8db8438ebfaf8ab4fd1d267f2~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,302f89f8db8438ebfaf8ab4fd1d267f2,4. Match Silhouettes,1.0,57.432039,40.24390243902439,False,False,1,29.471544715447155,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~302f89f8db8438ebfaf8ab4fd1d267f2~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,302f89f8db8438ebfaf8ab4fd1d267f2,5. Removing Objects,1.0,82.53464399999999,34.29752066115702,False,False,1,25.619834710743802,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~302f89f8db8438ebfaf8ab4fd1d267f2~6. Stretch a Ramp,4fe25833f555e9903d2bb6bbeec3fbfb,302f89f8db8438ebfaf8ab4fd1d267f2,6. Stretch a Ramp,1.0,284.4699949999999,87.28070175438596,True,False,3,74.34210526315789,False,False,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~302f89f8db8438ebfaf8ab4fd1d267f2~7. Max 2 Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,302f89f8db8438ebfaf8ab4fd1d267f2,7. Max 2 Boxes,0.0,439.7846669999996,94.11764705882354,True,False,1,31.67420814479638,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,1. One Box,1.0,129.795766,89.01098901098901,True,False,1,51.0989010989011,True,True,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,2. Separated Boxes,1.0,141.006066,80.0,False,False,3,72.64150943396227,False,False,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,3. Rotate a Pyramid,1.0,50.580285,37.698412698412696,False,False,1,21.825396825396826,False,True,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,4. Match Silhouettes,1.0,38.64825,24.796747967479675,False,False,1,29.471544715447155,False,True,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,5. Removing Objects,1.0,498.89838499999985,90.49586776859505,True,False,8,92.76859504132231,True,False,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~6. Stretch a Ramp,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,6. Stretch a Ramp,1.0,110.29891500000001,50.87719298245614,False,False,1,19.07894736842105,False,True,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~7. Max 2 Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,7. Max 2 Boxes,1.0,59.386562000000005,50.2262443438914,False,False,1,31.67420814479638,False,True,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~8. Combine 2 Ramps,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,8. Combine 2 Ramps,1.0,129.002364,67.74193548387096,False,False,2,80.64516129032258,True,False,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~33619c0e26fd218fbe79c78b631b7843~9. Scaling Round Objects,4fe25833f555e9903d2bb6bbeec3fbfb,33619c0e26fd218fbe79c78b631b7843,9. Scaling Round Objects,0.0,202.24954600000004,67.5,False,False,3,74.0,False,False,22.22
4fe25833f555e9903d2bb6bbeec3fbfb~3ea797888d868011497d6e0e56206f3b~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,1. One Box,1.0,191.82697199999996,95.97069597069597,True,False,1,51.0989010989011,True,True,20.0
4fe25833f555e9903d2bb6bbeec3fbfb~3ea797888d868011497d6e0e56206f3b~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,2. Separated Boxes,1.0,125.29645099999999,75.09433962264151,False,False,4,88.11320754716981,True,False,20.0
4fe25833f555e9903d2bb6bbeec3fbfb~3ea797888d868011497d6e0e56206f3b~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,3. Rotate a Pyramid,1.0,159.5980050000001,80.95238095238095,False,False,3,79.76190476190476,True,False,20.0
4fe25833f555e9903d2bb6bbeec3fbfb~3ea797888d868011497d6e0e56206f3b~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,4. Match Silhouettes,1.0,40.943554999999996,28.048780487804876,False,False,1,29.471544715447155,False,True,20.0
4fe25833f555e9903d2bb6bbeec3fbfb~3ea797888d868011497d6e0e56206f3b~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,3ea797888d868011497d6e0e56206f3b,5. Removing Objects,0.0,1006.4559309999993,100.0,True,False,4,80.57851239669421,False,False,20.0
4fe25833f555e9903d2bb6bbeec3fbfb~40d788246ddbc125d1488077d7711321~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,40d788246ddbc125d1488077d7711321,1. One Box,0.0,193.36602799999997,96.33699633699634,True,False,0,1.098901098901099,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~4e46303a1a86e794ec6f495f04a1d95b~Warm Up,4fe25833f555e9903d2bb6bbeec3fbfb,4e46303a1a86e794ec6f495f04a1d95b,Warm Up,0.0,314.33790500000003,99.17355371900827,True,False,1,46.69421487603306,True,True,100.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,1. One Box,1.0,162.13794199999995,94.50549450549451,True,False,1,51.0989010989011,True,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,2. Separated Boxes,1.0,107.44448799999999,68.67924528301887,False,False,3,72.64150943396227,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,3. Rotate a Pyramid,1.0,77.02329100000001,56.74603174603175,False,False,2,58.13492063492063,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,4. Match Silhouettes,1.0,316.50414700000016,84.95934959349593,False,False,3,80.89430894308943,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,5. Removing Objects,1.0,499.5193560000001,90.9090909090909,True,False,3,71.28099173553719,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~6. Stretch a Ramp,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,6. Stretch a Ramp,1.0,142.37104,61.40350877192982,False,False,1,19.07894736842105,False,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~7. Max 2 Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,7. Max 2 Boxes,1.0,39.240877999999995,29.41176470588235,False,False,1,31.67420814479638,False,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~8. Combine 2 Ramps,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,8. Combine 2 Ramps,1.0,71.649189,40.55299539170507,False,False,1,39.63133640552996,False,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~9. Scaling Round Objects,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,9. Scaling Round Objects,1.0,95.05678300000001,40.5,False,False,1,23.25,False,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~516f1d9200914db303f76bbefbeff1ad~Square Cross-Sections,4fe25833f555e9903d2bb6bbeec3fbfb,516f1d9200914db303f76bbefbeff1ad,Square Cross-Sections,0.0,512.196049,86.20689655172414,True,False,5,79.80295566502463,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6~Bear Market,4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,Bear Market,0.0,5.705068,5.319148936170213,False,True,0,25.53191489361702,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6~Bull Market,4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,Bull Market,0.0,2.945558,2.857142857142857,False,True,0,15.714285714285714,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6~Few Clues,4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,Few Clues,0.0,5.895702,6.666666666666667,False,True,0,22.5,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6~More Than Meets Your Eye,4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,More Than Meets Your Eye,0.0,19.960424000000003,5.9523809523809526,False,True,0,5.357142857142857,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6~Not Bird,4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,Not Bird,0.0,3.9606000000000003,2.380952380952381,False,True,0,5.9523809523809526,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6~Orange Dance,4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,Orange Dance,0.0,4.279249,2.985074626865672,False,True,0,31.34328358208955,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6~Zzz,4fe25833f555e9903d2bb6bbeec3fbfb,5d9c68c6c50ed3d02a2fcf54f63993b6,Zzz,0.0,18.593691,8.860759493670885,False,True,0,6.329113924050633,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,1. One Box,1.0,20.789135999999996,8.791208791208792,False,True,1,51.0989010989011,True,True,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,2. Separated Boxes,1.0,670.5734040000002,99.24528301886792,True,False,9,16.79245283018868,False,True,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,3. Rotate a Pyramid,1.0,321.0580159999999,93.25396825396825,True,False,9,97.81746031746032,True,False,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,4. Match Silhouettes,1.0,102.72576299999999,62.19512195121951,False,False,2,29.471544715447155,False,True,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,5. Removing Objects,1.0,296.1202969999999,76.44628099173553,False,False,4,80.57851239669421,False,False,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~6. Stretch a Ramp,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,6. Stretch a Ramp,1.0,114.98984800000001,52.63157894736842,False,False,2,19.07894736842105,False,True,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~7. Max 2 Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,7. Max 2 Boxes,1.0,52.605432999999984,43.43891402714932,False,False,1,31.67420814479638,False,True,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~8. Combine 2 Ramps,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,8. Combine 2 Ramps,1.0,49.64047299999999,17.51152073732719,False,False,1,39.63133640552996,False,True,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~9. Scaling Round Objects,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,9. Scaling Round Objects,1.0,503.14443499999993,94.0,True,False,5,88.5,True,False,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~Bird Fez,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,Bird Fez,0.0,116.88659999999999,28.7292817679558,False,False,2,48.89502762430939,False,False,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~66e12afc561f043a0ff56910f2b166d0~Square Cross-Sections,4fe25833f555e9903d2bb6bbeec3fbfb,66e12afc561f043a0ff56910f2b166d0,Square Cross-Sections,1.0,400.634855,78.81773399014779,False,False,4,71.42857142857143,False,False,18.18
4fe25833f555e9903d2bb6bbeec3fbfb~6b0db803ea472a64d60982fc9820ec6d~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,1. One Box,1.0,123.04621200000001,87.17948717948718,True,False,1,51.0989010989011,True,True,25.0
4fe25833f555e9903d2bb6bbeec3fbfb~6b0db803ea472a64d60982fc9820ec6d~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,2. Separated Boxes,1.0,79.120665,54.716981132075475,False,False,2,47.35849056603774,False,False,25.0
4fe25833f555e9903d2bb6bbeec3fbfb~6b0db803ea472a64d60982fc9820ec6d~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,3. Rotate a Pyramid,1.0,232.27135799999996,89.28571428571429,True,False,6,94.64285714285714,True,False,25.0
4fe25833f555e9903d2bb6bbeec3fbfb~6b0db803ea472a64d60982fc9820ec6d~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,4. Match Silhouettes,1.0,36.461076000000006,23.577235772357724,False,False,1,29.471544715447155,False,True,25.0
4fe25833f555e9903d2bb6bbeec3fbfb~6b0db803ea472a64d60982fc9820ec6d~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,5. Removing Objects,0.0,469.32143300000007,87.60330578512396,True,False,4,80.57851239669421,False,False,25.0
4fe25833f555e9903d2bb6bbeec3fbfb~6b0db803ea472a64d60982fc9820ec6d~6. Stretch a Ramp,4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,6. Stretch a Ramp,1.0,183.335863,71.49122807017544,False,False,4,83.33333333333333,True,False,25.0
4fe25833f555e9903d2bb6bbeec3fbfb~6b0db803ea472a64d60982fc9820ec6d~7. Max 2 Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,7. Max 2 Boxes,1.0,157.86476899999997,76.92307692307692,False,False,2,71.71945701357465,False,False,25.0
4fe25833f555e9903d2bb6bbeec3fbfb~6b0db803ea472a64d60982fc9820ec6d~8. Combine 2 Ramps,4fe25833f555e9903d2bb6bbeec3fbfb,6b0db803ea472a64d60982fc9820ec6d,8. Combine 2 Ramps,0.0,43.53134700000001,12.903225806451612,False,True,0,3.686635944700461,False,True,25.0
4fe25833f555e9903d2bb6bbeec3fbfb~6f92f9126b33790d7fef01f949d8334b~Square Cross-Sections,4fe25833f555e9903d2bb6bbeec3fbfb,6f92f9126b33790d7fef01f949d8334b,Square Cross-Sections,0.0,11.293721999999999,0.9852216748768473,False,True,0,3.6945812807881775,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~781ddfc1403d3625fe99f9cb5986f096~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,781ddfc1403d3625fe99f9cb5986f096,1. One Box,1.0,153.436689,93.4065934065934,True,False,1,51.0989010989011,True,True,33.33
4fe25833f555e9903d2bb6bbeec3fbfb~781ddfc1403d3625fe99f9cb5986f096~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,781ddfc1403d3625fe99f9cb5986f096,2. Separated Boxes,1.0,64.681064,40.75471698113208,False,False,1,16.79245283018868,False,True,33.33
4fe25833f555e9903d2bb6bbeec3fbfb~781ddfc1403d3625fe99f9cb5986f096~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,781ddfc1403d3625fe99f9cb5986f096,3. Rotate a Pyramid,0.0,86.761279,61.111111111111114,False,False,1,21.825396825396826,False,True,33.33
4fe25833f555e9903d2bb6bbeec3fbfb~85e2dbc0501c15f84b17a1fd7364467d~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,1. One Box,1.0,48.667145000000005,50.54945054945055,False,False,1,51.0989010989011,True,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~85e2dbc0501c15f84b17a1fd7364467d~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,2. Separated Boxes,1.0,47.107256,24.528301886792452,False,False,2,47.35849056603774,False,False,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~85e2dbc0501c15f84b17a1fd7364467d~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,3. Rotate a Pyramid,1.0,163.49588300000002,81.34920634920636,False,False,3,79.76190476190476,True,False,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~85e2dbc0501c15f84b17a1fd7364467d~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,4. Match Silhouettes,0.0,378.69866499999995,87.8048780487805,True,False,3,80.89430894308943,False,False,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~85e2dbc0501c15f84b17a1fd7364467d~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,5. Removing Objects,0.0,166.962622,56.611570247933884,False,False,2,57.43801652892562,False,False,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~85e2dbc0501c15f84b17a1fd7364467d~6. Stretch a Ramp,4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,6. Stretch a Ramp,1.0,70.036962,29.385964912280702,False,False,1,19.07894736842105,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~85e2dbc0501c15f84b17a1fd7364467d~7. Max 2 Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,7. Max 2 Boxes,1.0,94.38412299999999,65.15837104072398,False,False,2,71.71945701357465,False,False,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~85e2dbc0501c15f84b17a1fd7364467d~8. Combine 2 Ramps,4fe25833f555e9903d2bb6bbeec3fbfb,85e2dbc0501c15f84b17a1fd7364467d,8. Combine 2 Ramps,0.0,141.78897699999996,71.88940092165899,False,False,1,39.63133640552996,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~96ddabca419f7153f2c0ed0cba63a9e4~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,1. One Box,1.0,64.39553199999999,60.43956043956044,False,False,1,51.0989010989011,True,True,16.67
4fe25833f555e9903d2bb6bbeec3fbfb~96ddabca419f7153f2c0ed0cba63a9e4~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,2. Separated Boxes,1.0,58.47458300000001,32.45283018867924,False,False,1,16.79245283018868,False,True,16.67
4fe25833f555e9903d2bb6bbeec3fbfb~96ddabca419f7153f2c0ed0cba63a9e4~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,3. Rotate a Pyramid,1.0,185.16786299999995,85.31746031746032,True,False,3,79.76190476190476,True,False,16.67
4fe25833f555e9903d2bb6bbeec3fbfb~96ddabca419f7153f2c0ed0cba63a9e4~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,4. Match Silhouettes,1.0,412.8742139999999,91.0569105691057,True,False,3,80.89430894308943,False,False,16.67
4fe25833f555e9903d2bb6bbeec3fbfb~96ddabca419f7153f2c0ed0cba63a9e4~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,5. Removing Objects,0.0,526.6359810000004,92.14876033057851,True,False,3,71.28099173553719,False,False,16.67
4fe25833f555e9903d2bb6bbeec3fbfb~96ddabca419f7153f2c0ed0cba63a9e4~6. Stretch a Ramp,4fe25833f555e9903d2bb6bbeec3fbfb,96ddabca419f7153f2c0ed0cba63a9e4,6. Stretch a Ramp,0.0,13.088875999999999,0.43859649122807015,False,True,0,1.5350877192982457,False,True,16.67
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,1. One Box,1.0,73.12598,68.4981684981685,False,False,1,51.0989010989011,True,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,2. Separated Boxes,1.0,65.375213,41.886792452830186,False,False,2,47.35849056603774,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,3. Rotate a Pyramid,1.0,44.226408,31.746031746031747,False,False,2,58.13492063492063,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,4. Match Silhouettes,1.0,86.01961300000002,56.09756097560975,False,False,2,68.08943089430895,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,5. Removing Objects,1.0,435.94737399999985,85.12396694214875,True,False,8,92.76859504132231,True,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~6. Stretch a Ramp,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,6. Stretch a Ramp,1.0,53.177006999999996,20.614035087719298,False,False,1,19.07894736842105,False,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~7. Max 2 Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,7. Max 2 Boxes,1.0,40.127975,30.76923076923077,False,False,1,31.67420814479638,False,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~8. Combine 2 Ramps,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,8. Combine 2 Ramps,1.0,55.795491000000005,23.04147465437788,False,False,1,39.63133640552996,False,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~9. Scaling Round Objects,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,9. Scaling Round Objects,1.0,127.10370700000003,52.5,False,False,3,74.0,False,False,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9ebecebccf7f8b60313c913a80f70f47~Square Cross-Sections,4fe25833f555e9903d2bb6bbeec3fbfb,9ebecebccf7f8b60313c913a80f70f47,Square Cross-Sections,0.0,0.814624,0.49261083743842365,False,True,0,3.6945812807881775,False,True,10.0
4fe25833f555e9903d2bb6bbeec3fbfb~9f5b213ac14a39e0506ff211a2ff2ffc~1. One Box,4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,1. One Box,1.0,103.35761800000002,81.31868131868131,False,False,1,51.0989010989011,True,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~9f5b213ac14a39e0506ff211a2ff2ffc~2. Separated Boxes,4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,2. Separated Boxes,1.0,168.97847499999995,84.90566037735849,False,False,6,97.16981132075472,True,False,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~9f5b213ac14a39e0506ff211a2ff2ffc~3. Rotate a Pyramid,4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,3. Rotate a Pyramid,1.0,69.08341600000001,51.19047619047619,False,False,2,58.13492063492063,False,False,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~9f5b213ac14a39e0506ff211a2ff2ffc~4. Match Silhouettes,4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,4. Match Silhouettes,1.0,55.214690000000004,38.21138211382114,False,False,1,29.471544715447155,False,True,0.0
4fe25833f555e9903d2bb6bbeec3fbfb~9f5b213ac14a39e0506ff211a2ff2ffc~5. Removing Objects,4fe25833f555e9903d2bb6bbeec3fbfb,9f5b213ac14a39e0506ff211a2ff2ffc,5. Removing Objects,1.0,39.36475299999999,14.049586776859504,False,True,1,25.619834710743802,False,True,0.0
